# ##############################################################################
# ORIGIN:  
#    Manuel Razo-Mejia, Stephanie L. Barnes, Nathan M. Belliveau, Griffin Chure, 
#       Tal Einav, Mitchell Lewis, and Rob Phillips. "Tuning Transcriptional
#       Regulation Through Signaling: A Predictive Theory of ALlosteric Induction." 
#       *Cell Systems* 2018 **6**(4). DOI: 10.106/j.cels.2018.02.004
#
# NOTES:
#   In this work, the authors report the the repressor count in terms of
#   tetramers, not independent dimers as we have in this work. Please note that the
#   number of repressors per cell must be multiplied by a factor of two to account
#   for the independent heads of the repressor. 
# 
# COLUMN DESCRIPTIONS:
#   date: Date of acquisition
#   username: Identifier of user who collected data
#   operator: Identity of operator sequence
#   binding_energy: DNA binding energy of the wild-type repressor to the
#                   operator sequence, given in units of kBT.
#   rbs: Identifier of the ribosomal binding site used 
#   repressors: Average number of repressor tetramers per cell
#   IPTG_uM: Concentration of IPTG in units of micromolar.
#   mean_YFP_A: Mean YFP intensity (peak area) from the flow cytometry data.
#   mean_YFP_bgcorr_A: Mean YFP intensity (peak area) of background signal.
#   fold_change_A: Fold-change in gene expression
# ##############################################################################
date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160804,mrazomej,O2,-13.9,RBS1027,130,0.1,3666.908863432154,148.48923426795363,0.008699114189061061
20160804,mrazomej,O2,-13.9,RBS446,62,0.1,3910.836717782341,392.4170886181414,0.022989417922837475
20160804,mrazomej,O2,-13.9,RBS1147,30,0.1,4263.139757779771,744.7201286155696,0.043628788778239565
20160804,mrazomej,O2,-13.9,HG104,11,0.1,6424.55516311696,2906.1355339527613,0.17025345294139624
20160804,mrazomej,O2,-13.9,auto,0,5.0,3439.427896858262,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,5.0,20931.402694327924,17491.974797469662,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,5.0,3625.745119567689,186.31722270942646,0.010651583075478624
20160804,mrazomej,O2,-13.9,RBS1,610,5.0,3691.4725581084385,252.044661250176,0.014409159867222996
20160804,mrazomej,O2,-13.9,RBS1027,130,5.0,4240.010600643638,800.5827037853755,0.045768571762473925
20160804,mrazomej,O2,-13.9,RBS446,62,5.0,5011.7140614196505,1572.286164561387,0.08988614394692755
20160804,mrazomej,O2,-13.9,RBS1147,30,5.0,6119.707887178949,2680.2799903206865,0.15322912486178564
20160804,mrazomej,O2,-13.9,HG104,11,5.0,10411.031462679312,6971.6035658210485,0.3985601195143239
20160804,mrazomej,O2,-13.9,auto,0,10.0,3414.809085657967,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,10.0,20971.448625690577,17556.63954003261,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,10.0,3877.1072334902838,462.29814783231683,0.02633181291773893
20160804,mrazomej,O2,-13.9,RBS1,610,10.0,4048.9629809442736,634.1538952863066,0.03612045994566957
20160804,mrazomej,O2,-13.9,RBS1027,130,10.0,5366.244059493269,1951.4349738353014,0.11115082526958783
20160804,mrazomej,O2,-13.9,RBS446,62,10.0,6427.2740353281615,3012.4649496701945,0.17158551001751665
20160804,mrazomej,O2,-13.9,RBS1147,30,10.0,7281.907883768519,3867.098798110552,0.2202641792179421
20160804,mrazomej,O2,-13.9,HG104,11,10.0,12661.520780379285,9246.711694721318,0.5266789053586813
20160804,mrazomej,O2,-13.9,auto,0,25.0,3354.777377233775,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,25.0,21025.28452875939,17670.507151525613,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,25.0,4494.642499893195,1139.8651226594204,0.06450664448309329
20160804,mrazomej,O2,-13.9,RBS1,610,25.0,5496.395950304094,2141.6185730703187,0.12119734621682428
20160804,mrazomej,O2,-13.9,RBS1027,130,25.0,9264.452796939848,5909.675419706073,0.33443722746779514
20160804,mrazomej,O2,-13.9,RBS446,62,25.0,12049.970960247043,8695.193583013268,0.4920737989267362
20160804,mrazomej,O2,-13.9,RBS1147,30,25.0,12715.83604223796,9361.058665004186,0.529756083667128
20160804,mrazomej,O2,-13.9,HG104,11,25.0,19391.794767124527,16037.017389890752,0.9075584108804804
20160804,mrazomej,O2,-13.9,auto,0,50.0,3435.857208395411,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,50.0,21156.730915486532,17720.87370709112,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,50.0,6284.079363462752,2848.2221550673407,0.16072695975072646
20160804,mrazomej,O2,-13.9,RBS1,610,50.0,7091.989587111102,3656.132378715692,0.20631783957992247
20160804,mrazomej,O2,-13.9,RBS1027,130,50.0,12626.319479109854,9190.462270714444,0.5186235409508518
20160804,mrazomej,O2,-13.9,RBS446,62,50.0,15548.132894611994,12112.275686216584,0.6835033016103366
20160804,mrazomej,O2,-13.9,RBS1147,30,50.0,15960.325988015642,12524.468779620229,0.7067636159840407
20160804,mrazomej,O2,-13.9,HG104,11,50.0,20751.126074086696,17315.26886569129,0.9771114648123964
20160804,mrazomej,O2,-13.9,auto,0,75.0,3404.523151875491,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,75.0,21433.851120068877,18029.327968193385,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,75.0,5438.827214906613,2034.3040630311225,0.11283304994062784
20160804,mrazomej,O2,-13.9,RBS1,610,75.0,8567.928398712427,5163.405246836936,0.2863892240435145
20160804,mrazomej,O2,-13.9,RBS1027,130,75.0,15250.374335995231,11845.851184119743,0.6570323200630506
20160804,mrazomej,O2,-13.9,RBS446,62,75.0,18667.915693123097,15263.392541247606,0.8465868815617904
20160804,mrazomej,O2,-13.9,RBS1147,30,75.0,19626.716056051304,16222.192904175812,0.8997669204750368
20160804,mrazomej,O2,-13.9,HG104,11,75.0,21734.223664685065,18329.700512809573,1.0166602185697713
20160804,mrazomej,O2,-13.9,auto,0,100.0,3359.14573521833,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,100.0,21751.474421411524,18392.328686193192,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,100.0,6116.78697390167,2757.6412386833395,0.14993431694994955
20160804,mrazomej,O2,-13.9,RBS1,610,100.0,8358.064503286854,4998.9187680685245,0.2717936838428256
20160804,mrazomej,O2,-13.9,RBS1027,130,100.0,17017.16979070883,13658.024055490501,0.7425935175758004
20160804,mrazomej,O2,-13.9,RBS446,62,100.0,19138.526286015996,15779.380550797663,0.857932718581904
20160804,mrazomej,O2,-13.9,RBS1147,30,100.0,20563.79687755764,17204.65114233931,0.9354253850005708
20160804,mrazomej,O2,-13.9,HG104,11,100.0,21623.886821439504,18264.741086221173,0.9930629991368196
20160804,mrazomej,O2,-13.9,auto,0,500.0,3372.5246061102753,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,500.0,20488.606006918588,17116.08140080831,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,500.0,12960.074169416477,9587.5495633062,0.5601486309158021
20160804,mrazomej,O2,-13.9,RBS1,610,500.0,14603.872663879978,11231.348057769705,0.6561868803240969
20160804,mrazomej,O2,-13.9,RBS1027,130,500.0,19397.407102100922,16024.882495990647,0.936247153816052
20160804,mrazomej,O2,-13.9,RBS446,62,500.0,20339.069764097167,16966.54515798689,0.9912634066571828
20160804,mrazomej,O2,-13.9,RBS1147,30,500.0,20149.219567880988,16776.694961770714,0.9801714872060864
20160804,mrazomej,O2,-13.9,HG104,11,500.0,21017.204902601854,17644.680296491584,1.030883172573502
20160804,mrazomej,O2,-13.9,auto,0,1000.0,3308.397173727707,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,1000.0,19546.57009762385,16238.172923896145,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,1000.0,15847.345235370058,12538.948061642352,0.7721895881026121
20160804,mrazomej,O2,-13.9,RBS1,610,1000.0,14968.505274839286,11660.108101111582,0.7180677380244258
20160804,mrazomej,O2,-13.9,RBS1027,130,1000.0,18075.368076501407,14766.970902773704,0.9093985494539588
20160804,mrazomej,O2,-13.9,RBS446,62,1000.0,19041.214377196906,15732.817203469196,0.9688785356089376
20160804,mrazomej,O2,-13.9,RBS1147,30,1000.0,19180.643918368132,15872.246744640424,0.9774650645136792
20160804,mrazomej,O2,-13.9,HG104,11,1000.0,20292.76332895474,16984.366155227035,1.045953029003207
20160804,mrazomej,O2,-13.9,auto,0,5000.0,3227.295051565831,0.0,0.0
20160804,mrazomej,O2,-13.9,delta,0,5000.0,17468.989913444464,14241.694861878634,1.0
20160804,mrazomej,O2,-13.9,RBS1L,870,5000.0,13557.984557974409,10330.689506408578,0.7253834327023245
20160804,mrazomej,O2,-13.9,RBS1,610,5000.0,13780.980690826218,10553.685639260388,0.7410414098612588
20160804,mrazomej,O2,-13.9,RBS1027,130,5000.0,17022.6997637621,13795.404712196265,0.9686631293528852
20160804,mrazomej,O2,-13.9,RBS446,62,5000.0,17495.678642516697,14268.383590950869,1.0018739854582668
20160804,mrazomej,O2,-13.9,RBS1147,30,5000.0,17255.856918560356,14028.561866994523,0.9850345765057352
20160804,mrazomej,O2,-13.9,HG104,11,5000.0,18238.7196421758,15011.424590609968,1.0540476211712486
20160805,mrazomej,O2,-13.9,auto,0,0.0,3453.4851157928583,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,0.0,21070.760858903748,17617.27574311089,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,0.0,3586.2776980413128,132.79258224845444,0.00753763431899407
20160805,mrazomej,O2,-13.9,RBS1,610,0.0,3591.757405468117,138.2722896752589,0.007848676020713888
20160805,mrazomej,O2,-13.9,RBS1027,130,0.0,3715.043175277248,261.55805948438905,0.01484668023015247
20160805,mrazomej,O2,-13.9,RBS446,62,0.0,3985.8057412962708,532.320625503412,0.03021583094148777
20160805,mrazomej,O2,-13.9,RBS1147,30,0.0,4376.8242762352975,923.3391604424401,0.052411006894951116
20160805,mrazomej,O2,-13.9,HG104,11,0.0,6635.497296855877,3182.012181063019,0.18061885546108464
20160805,mrazomej,O2,-13.9,auto,0,0.1,3474.4416870646287,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,0.1,22084.65150147253,18610.209814407903,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,0.1,3547.403883368937,72.96219630430824,0.003920546680125089
20160805,mrazomej,O2,-13.9,RBS1,610,0.1,3569.077300241724,94.63561317709535,0.0050851448812699075
20160805,mrazomej,O2,-13.9,RBS1027,130,0.1,3782.197308672476,307.75562160784693,0.016536923800267132
20160805,mrazomej,O2,-13.9,RBS446,62,0.1,4033.501046723797,559.0593596591684,0.03004046516586548
20160805,mrazomej,O2,-13.9,RBS1147,30,0.1,4426.9149137391705,952.4732266745407,0.05118014445689604
20160805,mrazomej,O2,-13.9,HG104,11,0.1,6829.697077249713,3355.2553901850843,0.18029111029083975
20160805,mrazomej,O2,-13.9,auto,0,5.0,3426.0654955631444,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,5.0,22465.021015626866,19038.95552006372,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,5.0,3615.20008374581,189.13458818266557,0.009934084250753716
20160805,mrazomej,O2,-13.9,RBS1,610,5.0,3678.2732267717683,252.20773120862304,0.013246931058945978
20160805,mrazomej,O2,-13.9,RBS1027,130,5.0,4122.824527950921,696.7590323877766,0.036596494574164785
20160805,mrazomej,O2,-13.9,RBS446,62,5.0,4741.809292195019,1315.7437966318746,0.06910798206578674
20160805,mrazomej,O2,-13.9,RBS1147,30,5.0,5746.922162960869,2320.856667397725,0.12190041963971968
20160805,mrazomej,O2,-13.9,HG104,11,5.0,11630.235909843206,8204.170414280063,0.430914942032104
20160805,mrazomej,O2,-13.9,auto,0,10.0,3403.2588887726006,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,10.0,23035.54897798067,19632.29008920807,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,10.0,3632.6176542041335,229.35876543153245,0.011682731071583527
20160805,mrazomej,O2,-13.9,RBS1,610,10.0,3836.6769904050348,433.4181016324342,0.022076797951894846
20160805,mrazomej,O2,-13.9,RBS1027,130,10.0,5223.63652282678,1820.377634054179,0.0927236519928384
20160805,mrazomej,O2,-13.9,RBS446,62,10.0,6840.288476060254,3437.029587287653,0.17507023234018934
20160805,mrazomej,O2,-13.9,RBS1147,30,10.0,8732.022408021632,5328.763519249032,0.27142852387752103
20160805,mrazomej,O2,-13.9,HG104,11,10.0,17814.33471472053,14411.075825947932,0.7340496580105926
20160805,mrazomej,O2,-13.9,auto,0,25.0,3387.916612468516,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,25.0,22491.71114148392,19103.794529015402,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,25.0,4090.1345179250216,702.2179054565057,0.03675803277667988
20160805,mrazomej,O2,-13.9,RBS1,610,25.0,4513.42582380478,1125.5092113362641,0.058915479311024185
20160805,mrazomej,O2,-13.9,RBS1027,130,25.0,7446.935550075638,4059.018937607123,0.21247186947295554
20160805,mrazomej,O2,-13.9,RBS446,62,25.0,11386.381957909309,7998.4653454407935,0.4186846405457561
20160805,mrazomej,O2,-13.9,RBS1147,30,25.0,13935.310194947107,10547.39358247859,0.5521098735886685
20160805,mrazomej,O2,-13.9,HG104,11,25.0,22356.051238741344,18968.134626272833,0.9928987980614778
20160805,mrazomej,O2,-13.9,auto,0,50.0,3352.4691785708123,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,50.0,22696.296087615763,19343.826909044943,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,50.0,4709.877190315269,1357.4080117444569,0.07017267152601273
20160805,mrazomej,O2,-13.9,RBS1,610,50.0,6117.270943412733,2764.801764841921,0.1429294098754126
20160805,mrazomej,O2,-13.9,RBS1027,130,50.0,12772.58734879147,9420.118170220658,0.4869831711436543
20160805,mrazomej,O2,-13.9,RBS446,62,50.0,16005.03560540371,12652.566426832895,0.6540880709037314
20160805,mrazomej,O2,-13.9,RBS1147,30,50.0,18309.64743348102,14957.178254910204,0.7732274655495603
20160805,mrazomej,O2,-13.9,HG104,11,50.0,21797.043604141534,18444.574425570725,0.9535121727617538
20160805,mrazomej,O2,-13.9,auto,0,75.0,3374.0131232387016,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,75.0,22556.158230216366,19182.145106977663,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,75.0,5482.439287261596,2108.4261640228947,0.10991607832514713
20160805,mrazomej,O2,-13.9,RBS1,610,75.0,7270.348319242958,3896.335196004256,0.20312301748707612
20160805,mrazomej,O2,-13.9,RBS1027,130,75.0,15142.836492531576,11768.823369292875,0.6135300981021079
20160805,mrazomej,O2,-13.9,RBS446,62,75.0,18841.813119161765,15467.799995923064,0.8063644555736639
20160805,mrazomej,O2,-13.9,RBS1147,30,75.0,20406.8357734878,17032.822650249098,0.8879519237946578
20160805,mrazomej,O2,-13.9,HG104,11,75.0,22490.720615200047,19116.707491961348,0.996588618496452
20160805,mrazomej,O2,-13.9,auto,0,100.0,3411.9557407863026,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,100.0,22726.30603280167,19314.35029201537,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,100.0,8052.465805996083,4640.510065209781,0.24026229177008285
20160805,mrazomej,O2,-13.9,RBS1,610,100.0,11304.358308746132,7892.402567959829,0.4086289442116301
20160805,mrazomej,O2,-13.9,RBS1027,130,100.0,17476.564881314735,14064.609140528433,0.7281947840794208
20160805,mrazomej,O2,-13.9,RBS446,62,100.0,20059.89917765361,16647.943436867306,0.8619468522194939
20160805,mrazomej,O2,-13.9,RBS1147,30,100.0,21020.746833888225,17608.791093101918,0.9116947154252178
20160805,mrazomej,O2,-13.9,HG104,11,100.0,22599.467673942643,19187.51193315634,0.9934329471640856
20160805,mrazomej,O2,-13.9,auto,0,250.0,3413.0559150599793,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,250.0,22491.56060317397,19078.504688113986,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,250.0,13877.413011343437,10464.35709628346,0.5484893741595385
20160805,mrazomej,O2,-13.9,RBS1,610,250.0,15327.184194469168,11914.12827940919,0.6244791441559756
20160805,mrazomej,O2,-13.9,RBS1027,130,250.0,19827.62434657817,16414.56843151819,0.8603697564277434
20160805,mrazomej,O2,-13.9,RBS446,62,250.0,20829.27058249397,17416.214667433993,0.9128710531640556
20160805,mrazomej,O2,-13.9,RBS1147,30,250.0,21318.926369946483,17905.870454886503,0.9385363658003008
20160805,mrazomej,O2,-13.9,HG104,11,250.0,22470.250552278496,19057.19463721852,0.998883033484865
20160805,mrazomej,O2,-13.9,auto,0,500.0,3413.048594727015,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,500.0,22173.258541586485,18760.209946859468,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,500.0,15499.42835021482,12086.379755487806,0.6442561031952155
20160805,mrazomej,O2,-13.9,RBS1,610,500.0,17742.185245608056,14329.13665088104,0.7638047064222643
20160805,mrazomej,O2,-13.9,RBS1027,130,500.0,21701.014170587132,18287.96557586012,0.9748273408273658
20160805,mrazomej,O2,-13.9,RBS446,62,500.0,21726.985085218097,18313.936490491084,0.9762117024472268
20160805,mrazomej,O2,-13.9,RBS1147,30,500.0,21609.324645296478,18196.27605056946,0.9699398941756292
20160805,mrazomej,O2,-13.9,HG104,11,500.0,24531.695902315343,21118.64730758833,1.125714870324448
20160805,mrazomej,O2,-13.9,auto,0,1000.0,3401.9396749711696,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,1000.0,21882.77478410657,18480.8351091354,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,1000.0,16018.779493064694,12616.839818093526,0.6826985763136212
20160805,mrazomej,O2,-13.9,RBS1,610,1000.0,16159.292150748508,12757.35247577734,0.6903017315203009
20160805,mrazomej,O2,-13.9,RBS1027,130,1000.0,20997.80728685194,17595.86761188077,0.9521143123658315
20160805,mrazomej,O2,-13.9,RBS446,62,1000.0,22374.04887503766,18972.10920006649,1.0265828945515694
20160805,mrazomej,O2,-13.9,RBS1147,30,1000.0,22921.415270813246,19519.47559584208,1.0562009498257603
20160805,mrazomej,O2,-13.9,HG104,11,1000.0,23330.01432979977,19928.0746548286,1.0783102893969223
20160805,mrazomej,O2,-13.9,auto,0,5000.0,3291.663150799675,0.0,0.0
20160805,mrazomej,O2,-13.9,delta,0,5000.0,18810.72459384753,15519.061443047858,1.0
20160805,mrazomej,O2,-13.9,RBS1L,870,5000.0,15896.473715630305,12604.81056483063,0.8122147470765547
20160805,mrazomej,O2,-13.9,RBS1,610,5000.0,15960.216245988444,12668.55309518877,0.8163221172672112
20160805,mrazomej,O2,-13.9,RBS1027,130,5000.0,17408.155250538923,14116.492099739247,0.9096227984884404
20160805,mrazomej,O2,-13.9,RBS446,62,5000.0,18240.017891899824,14948.35474110015,0.9632254370509388
20160805,mrazomej,O2,-13.9,RBS1147,30,5000.0,18575.32527804315,15283.662127243477,0.9848316010173516
20160805,mrazomej,O2,-13.9,HG104,11,5000.0,18582.9524955932,15291.289344793518,0.9853230751685452
20160807,mrazomej,O2,-13.9,auto,0,0.0,3428.1209746105155,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,0.0,21456.919960663934,18028.798986053414,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,0.0,3600.087445022641,171.9664704121251,0.009538431847021736
20160807,mrazomej,O2,-13.9,RBS1,610,0.0,3483.854161474279,55.73318686376342,0.0030913421857372237
20160807,mrazomej,O2,-13.9,RBS1027,130,0.0,3674.9280158651136,246.8070412545981,0.013689599703536613
20160807,mrazomej,O2,-13.9,RBS446,62,0.0,3962.612915739469,534.4919411289537,0.029646563897152662
20160807,mrazomej,O2,-13.9,RBS1147,30,0.0,4147.714367928859,719.5933933183438,0.039913551306163066
20160807,mrazomej,O2,-13.9,HG104,11,0.0,6463.128133975837,3035.007159365321,0.16834217086302414
20160807,mrazomej,O2,-13.9,auto,0,0.1,3332.5097638109783,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,0.1,22455.346951373223,19122.837187562247,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,0.1,3447.5863597685247,115.07659595754694,0.006017757450363815
20160807,mrazomej,O2,-13.9,RBS1,610,0.1,3419.1695233684004,86.65975955742216,0.004531741744566378
20160807,mrazomej,O2,-13.9,RBS1027,130,0.1,3616.945570293728,284.43580648274974,0.01487414256017149
20160807,mrazomej,O2,-13.9,RBS446,62,0.1,3885.86698179165,553.3572179806714,0.028936983176355367
20160807,mrazomej,O2,-13.9,RBS1147,30,0.1,4119.571601399911,787.0618375889327,0.04115821464509714
20160807,mrazomej,O2,-13.9,HG104,11,0.1,6483.140626474989,3150.630862664011,0.16475750077050408
20160807,mrazomej,O2,-13.9,auto,0,5.0,3273.6327023115186,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,5.0,22345.256014250248,19071.62331193873,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,5.0,3652.841887789268,379.2091854777491,0.01988342467105914
20160807,mrazomej,O2,-13.9,RBS1,610,5.0,3733.504754526892,459.8720522153735,0.024112895095169805
20160807,mrazomej,O2,-13.9,RBS1027,130,5.0,4635.3948495071645,1361.7621471956468,0.07140252955516331
20160807,mrazomej,O2,-13.9,RBS446,62,5.0,5231.209143064133,1957.5764407526144,0.10264340946411114
20160807,mrazomej,O2,-13.9,RBS1147,30,5.0,5402.80779364475,2129.1750913332307,0.11164099964161832
20160807,mrazomej,O2,-13.9,HG104,11,5.0,8758.503867677558,5484.871165366038,0.2875933042329197
20160807,mrazomej,O2,-13.9,auto,0,10.0,3387.4146256539025,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,10.0,22694.049492549195,19306.63486689529,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,10.0,3631.065496867983,243.6508712140808,0.012620059005304137
20160807,mrazomej,O2,-13.9,RBS1,610,10.0,3820.415911940904,433.00128628700116,0.022427589752031827
20160807,mrazomej,O2,-13.9,RBS1027,130,10.0,4981.274465999497,1593.8598403455944,0.08255503102089295
20160807,mrazomej,O2,-13.9,RBS446,62,10.0,6300.238839944361,2912.8242142904573,0.1508716684379327
20160807,mrazomej,O2,-13.9,RBS1147,30,10.0,7732.464207032483,4345.049581378581,0.22505473436124035
20160807,mrazomej,O2,-13.9,HG104,11,10.0,14957.8171629916,11570.402537337695,0.5992966986275396
20160807,mrazomej,O2,-13.9,auto,0,25.0,3332.7292565990388,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,25.0,22806.362212020675,19473.632955421635,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,25.0,4164.7850781049765,832.0558215059383,0.04272730329315806
20160807,mrazomej,O2,-13.9,RBS1,610,25.0,4760.365254290303,1427.6359976912647,0.07331123067582508
20160807,mrazomej,O2,-13.9,RBS1027,130,25.0,9228.020449057647,5895.291192458611,0.3027319661387224
20160807,mrazomej,O2,-13.9,RBS446,62,25.0,12346.568484204341,9013.839227605302,0.4628740434945791
20160807,mrazomej,O2,-13.9,RBS1147,30,25.0,13286.102522865833,9953.373266266795,0.5111205130060585
20160807,mrazomej,O2,-13.9,HG104,11,25.0,22811.230926908105,19478.501670309066,1.00025001574686
20160807,mrazomej,O2,-13.9,auto,0,50.0,3287.790741820598,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,50.0,23462.036244917264,20174.24550309667,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,50.0,6079.705623429647,2791.914881609049,0.13839005186987044
20160807,mrazomej,O2,-13.9,RBS1,610,50.0,7534.4172521610535,4246.626510340455,0.210497414125778
20160807,mrazomej,O2,-13.9,RBS1027,130,50.0,12865.940448982268,9578.14970716167,0.4747711484769758
20160807,mrazomej,O2,-13.9,RBS446,62,50.0,14840.111351610396,11552.320609789798,0.5726271452390406
20160807,mrazomej,O2,-13.9,RBS1147,30,50.0,17111.911621606105,13824.120879785507,0.6852360787254005
20160807,mrazomej,O2,-13.9,HG104,11,50.0,23426.56624479041,20138.77550296981,0.9982418177610948
20160807,mrazomej,O2,-13.9,auto,0,75.0,3268.56573233188,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,75.0,23203.63133172839,19935.06559939651,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,75.0,6747.543526363159,3478.9777940312792,0.17451549264711713
20160807,mrazomej,O2,-13.9,RBS1,610,75.0,8937.247967090943,5668.682234759064,0.2843573404107921
20160807,mrazomej,O2,-13.9,RBS1027,130,75.0,16018.815154390652,12750.249422058772,0.6395890376425327
20160807,mrazomej,O2,-13.9,RBS446,62,75.0,18122.660338960333,14854.09460662845,0.7451239391496222
20160807,mrazomej,O2,-13.9,RBS1147,30,75.0,18252.54258468395,14983.976852352067,0.751639204678899
20160807,mrazomej,O2,-13.9,HG104,11,75.0,23645.40395368825,20376.83822135637,1.0221605802979268
20160807,mrazomej,O2,-13.9,auto,0,100.0,3293.9851076744603,0.0,0.0
20160807,mrazomej,O2,-13.9,delta,0,100.0,23206.339618977192,19912.35451130273,1.0
20160807,mrazomej,O2,-13.9,RBS1L,870,100.0,8709.382085375122,5415.396977700662,0.271961659512779
