parameter,mean,median,mode,hpd_min,hpd_max,method,repressors,operator,IPTGuM,pred_bohr
empirical_bohr,0.2400504939798378,0.23849007958640187,0.237974904028756,0.047043151914500224,0.4316432138557155,flow cytometry,60.0,O1,100.0,0.8612816981949223
fc_mu,0.5595879959819859,0.5593415196288889,0.5592145360142717,0.5134034588426926,0.6079080501104872,flow cytometry,60.0,O1,100.0,0.8612816981949223
fc_sigma,0.0791291341974999,0.07600872457367325,0.07081760600084316,0.048715296914453726,0.11715706852647749,flow cytometry,60.0,O1,100.0,0.8612816981949223
delta_bohr,-0.6212312042150848,-0.6227916186085204,-0.6233067941661663,-0.814238546280422,-0.42963848433920676,flow cytometry,60.0,O1,100.0,0.8612816981949223
empirical_bohr,1.206162110043334,1.2045053344251833,1.1994080838133423,0.9845983670515225,1.4310878358157402,flow cytometry,60.0,O1,250.0,1.709075604614977
fc_mu,0.7690130389801939,0.7693252876473333,0.7684194681638992,0.7290940271663597,0.8080813350584155,flow cytometry,60.0,O1,250.0,1.709075604614977
fc_sigma,0.06339729222807926,0.06070398764755146,0.055954929796493615,0.03746282963254234,0.09488976689189621,flow cytometry,60.0,O1,250.0,1.709075604614977
delta_bohr,-0.5029134945716432,-0.5045702701897938,-0.5096675208016348,-0.7244772375634546,-0.2779877687992369,flow cytometry,60.0,O1,250.0,1.709075604614977
empirical_bohr,1.771623316639697,1.76189850719848,1.7447785349593812,1.4553473792510394,2.1016037659126745,flow cytometry,60.0,O1,500.0,2.0995835939560727
fc_mu,0.8534882488809844,0.8534472753994624,0.8512930116246058,0.813497172238885,0.8932881568684544,flow cytometry,60.0,O1,500.0,2.0995835939560727
fc_sigma,0.06564014483762365,0.06261444672324464,0.05777160851769975,0.038544571163930196,0.09809468134195806,flow cytometry,60.0,O1,500.0,2.0995835939560727
delta_bohr,-0.32796027731638056,-0.33768508675759257,-0.35480505899669157,-0.6442362147050333,0.0020201719566017573,flow cytometry,60.0,O1,500.0,2.0995835939560727
empirical_bohr,2.290096963271013,2.2499045400301005,2.199522707786347,1.6947409016331818,2.941222392070015,flow cytometry,60.0,O1,1000.0,2.328379657885133
fc_mu,0.9044822879782277,0.904642300602017,0.9002066416937375,0.8522554623681936,0.9531222097297182,flow cytometry,60.0,O1,1000.0,2.328379657885133
fc_sigma,0.08504611349618817,0.08207686839386727,0.07643102397598835,0.05163316496248182,0.12438011187337467,flow cytometry,60.0,O1,1000.0,2.328379657885133
delta_bohr,-0.038282694614113294,-0.0784751178550327,-0.12885695009878617,-0.6336387562519512,0.6128427341848819,flow cytometry,60.0,O1,1000.0,2.328379657885133
empirical_bohr,2.910036049637472,2.790949836457732,2.6404403951975266,1.8248933377288161,4.180501758974077,flow cytometry,60.0,O1,5000.0,2.5326787586451474
fc_mu,0.940763637932468,0.942184806517675,0.9334193391878784,0.887318572041784,0.9926440414069645,flow cytometry,60.0,O1,5000.0,2.5326787586451474
fc_sigma,0.10012437603535151,0.09671841508597186,0.0906878702933893,0.061557567748882484,0.14568368604638654,flow cytometry,60.0,O1,5000.0,2.5326787586451474
delta_bohr,0.3773572909923227,0.25827107781258474,0.10776163655237925,-0.7077854209163312,1.6478230003289296,flow cytometry,60.0,O1,5000.0,2.5326787586451474
empirical_bohr,-3.118305488753377,-3.1162054102976526,-3.1114408404729526,-3.260276334561712,-2.9736765480531173,flow cytometry,60.0,O2,0.0,-2.641729955914185
fc_mu,0.0424556260418303,0.04244372504253602,0.0426377906112787,0.036650904071130364,0.04826660623546841,flow cytometry,60.0,O2,0.0,-2.641729955914185
fc_sigma,0.009266737341932176,0.008759241225990833,0.00801962901887014,0.005144518284998579,0.014054943943843415,flow cytometry,60.0,O2,0.0,-2.641729955914185
delta_bohr,-0.47657553283919507,-0.47447545438346794,-0.46971088455876764,-0.6185463786475269,-0.3319465921389324,flow cytometry,60.0,O2,0.0,-2.641729955914185
empirical_bohr,-2.7575381485388784,-2.66618922666294,-2.567285685894468,-3.7830730110302535,-1.9495472670787088,flow cytometry,60.0,O2,0.1,-2.6372252802794858
fc_mu,0.0653012320852553,0.06499817890779691,0.07127376594385582,0.01631284491242535,0.1134580388326869,flow cytometry,60.0,O2,0.1,-2.6372252802794858
fc_sigma,0.08107391973405416,0.07815490184266924,0.07282659131929434,0.049010107599460666,0.11958281887961347,flow cytometry,60.0,O2,0.1,-2.6372252802794858
delta_bohr,-0.12031286825939629,-0.028963946383454342,0.06993959438501784,-1.1458477307507677,0.6876780132007769,flow cytometry,60.0,O2,0.1,-2.6372252802794858
empirical_bohr,-1.9589521015710558,-1.9503020155848874,-1.937342074518988,-2.2571614025527773,-1.6518153255640675,flow cytometry,60.0,O2,5.0,-1.8981212174961435
fc_mu,0.12452079256061932,0.12452043019680864,0.12594014812311027,0.09103529992401727,0.15649113624048538,flow cytometry,60.0,O2,5.0,-1.8981212174961435
fc_sigma,0.05127262601409031,0.04892022330610478,0.04489449356198222,0.02948354348418359,0.07708613007378125,flow cytometry,60.0,O2,5.0,-1.8981212174961435
delta_bohr,-0.06083088407490841,-0.052180798088743874,-0.0392208570228445,-0.3590401850566338,0.24630589193207597,flow cytometry,60.0,O2,5.0,-1.8981212174961435
empirical_bohr,-1.3154018650812458,-1.3069859702893127,-1.2967584258392888,-1.6278750472584924,-1.0337389492446627,flow cytometry,60.0,O2,10.0,-1.0807819360535902
fc_mu,0.21263992966041428,0.21299163742842236,0.2147110740544509,0.16318892587760914,0.261392976564489,flow cytometry,60.0,O2,10.0,-1.0807819360535902
fc_sigma,0.07818271056926977,0.07515557600653414,0.06925386329892497,0.04708704911575663,0.11579204276199127,flow cytometry,60.0,O2,10.0,-1.0807819360535902
delta_bohr,-0.2346199290276564,-0.22620403423572255,-0.2159764897856986,-0.5470931112049022,0.04704298680892749,flow cytometry,60.0,O2,10.0,-1.0807819360535902
empirical_bohr,-0.14489449860114464,-0.1425995644166272,-0.1397454669337387,-0.42936507002075935,0.12110550655460443,flow cytometry,60.0,O2,25.0,0.31849944077519154
fc_mu,0.46401012259258195,0.4644103969354757,0.465120377883942,0.394277957172088,0.5302394266803905,flow cytometry,60.0,O2,25.0,0.31849944077519154
fc_sigma,0.11106571579893895,0.10709572558036157,0.10043784728223182,0.06914123943048678,0.16117285427683362,flow cytometry,60.0,O2,25.0,0.31849944077519154
delta_bohr,-0.4633939393763365,-0.46109900519181873,-0.4582449077089302,-0.747864510795951,-0.1973939342205871,flow cytometry,60.0,O2,25.0,0.31849944077519154
empirical_bohr,0.8848041908526073,0.8801591663506552,0.8703349628790412,0.5596067152880362,1.221118351112825,flow cytometry,60.0,O2,50.0,1.3657108458285272
fc_mu,0.7065973086598029,0.7068552031520783,0.7048153920252854,0.6363615369054454,0.7722602985654454,flow cytometry,60.0,O2,50.0,1.3657108458285272
fc_sigma,0.11202966050922464,0.10880789371387553,0.10200145193215499,0.07192373387705857,0.15992395079312252,flow cytometry,60.0,O2,50.0,1.3657108458285272
delta_bohr,-0.480906654975922,-0.4855516794778721,-0.495375882949486,-0.806104130540491,-0.14459249471570224,flow cytometry,60.0,O2,50.0,1.3657108458285272
empirical_bohr,1.3577724682054975,1.3401001582811602,1.3090860653487542,0.8557617620642851,1.864705639567118,flow cytometry,60.0,O2,75.0,1.9134856962819775
fc_mu,0.7921929017425594,0.7925064119504882,0.7873601813532037,0.7114980257951729,0.8728535478570928,flow cytometry,60.0,O2,75.0,1.9134856962819775
fc_sigma,0.13369852346087902,0.1298353284109906,0.12264111292569874,0.08612201015537858,0.18751409944023056,flow cytometry,60.0,O2,75.0,1.9134856962819775
delta_bohr,-0.5557132280764812,-0.5733855380008173,-0.6043996309332234,-1.0577239342176923,-0.04878005671485952,flow cytometry,60.0,O2,75.0,1.9134856962819775
empirical_bohr,1.954038589292967,1.9402899508362084,1.9196989164568572,1.5929985430715004,2.3711575890393686,flow cytometry,60.0,O2,100.0,2.2612816981949244
fc_mu,0.8742647050408173,0.8743839941159284,0.8721048551938941,0.8310375589304684,0.9146013183256604,flow cytometry,60.0,O2,100.0,2.2612816981949244
fc_sigma,0.07012369648634031,0.06707155239141566,0.0620597195203522,0.04261119435428871,0.10480742025584568,flow cytometry,60.0,O2,100.0,2.2612816981949244
delta_bohr,-0.30724310890195083,-0.32099174735871594,-0.3415827817380672,-0.6682831551234241,0.10987589084444416,flow cytometry,60.0,O2,100.0,2.2612816981949244
empirical_bohr,2.746149041284908,2.715720232460017,2.671515965384037,2.208104697285696,3.332580801032536,flow cytometry,60.0,O2,250.0,3.1090756046149757
fc_mu,0.9376845347979897,0.9379479106428377,0.93532479620053,0.9058966591755476,0.9681939449708169,flow cytometry,60.0,O2,250.0,3.1090756046149757
fc_sigma,0.045891328365749474,0.04328024172287132,0.0387091620608959,0.02444369849896323,0.07310857220129854,flow cytometry,60.0,O2,250.0,3.1090756046149757
delta_bohr,-0.36292656333007217,-0.3933553721549585,-0.43755963923093866,-0.9009709073292798,0.22350519641756028,flow cytometry,60.0,O2,250.0,3.1090756046149757
empirical_bohr,3.0692907171371653,3.0627746534284617,3.0479154645246354,2.7932900566767667,3.3607085380015445,flow cytometry,60.0,O2,500.0,3.499583593956073
fc_mu,0.955188846572318,0.9553308516992621,0.9546924458070399,0.9423121525539019,0.9664537557473953,flow cytometry,60.0,O2,500.0,3.499583593956073
fc_sigma,0.01945162452615478,0.01846457029324957,0.016936088112927242,0.011046934367512962,0.029767538033208453,flow cytometry,60.0,O2,500.0,3.499583593956073
delta_bohr,-0.43029287681891654,-0.43680894052761143,-0.45166812943143775,-0.7062935372793064,-0.13887505595452865,flow cytometry,60.0,O2,500.0,3.499583593956073
empirical_bohr,3.2902176217271983,3.1966875231757497,3.1096041729966433,2.4803285033288427,4.283587055363682,flow cytometry,60.0,O2,1000.0,3.7283796578851343
fc_mu,0.9607547920411833,0.9607094323787984,0.9572871739620269,0.9320355722413167,0.9911636467264662,flow cytometry,60.0,O2,1000.0,3.7283796578851343
fc_sigma,0.04919999945239453,0.04690857782396615,0.04334521878522351,0.027855641745228536,0.07390850518446389,flow cytometry,60.0,O2,1000.0,3.7283796578851343
delta_bohr,-0.4381620361579392,-0.5316921347093848,-0.618775484888491,-1.2480511545562916,0.5552073974785481,flow cytometry,60.0,O2,1000.0,3.7283796578851343
empirical_bohr,2.788302942140821,2.7287461062656964,2.6680680813381237,2.1512901731838068,3.5828251546578516,flow cytometry,60.0,O2,5000.0,3.9326787586451486
fc_mu,0.9389047560282483,0.9387017267850991,0.9351159123721223,0.9028663874550871,0.9763419420381546,flow cytometry,60.0,O2,5000.0,3.9326787586451486
fc_sigma,0.05743423203391719,0.05478909813062054,0.04960215775043872,0.03260872760023547,0.08788563848637027,flow cytometry,60.0,O2,5000.0,3.9326787586451486
delta_bohr,-1.1443758165043334,-1.2039326523794522,-1.264610677307025,-1.7813885854613418,-0.34985360398729703,flow cytometry,60.0,O2,5000.0,3.9326787586451486
empirical_bohr,1.7834269219494117,1.76953991031529,1.744777076854462,1.3562564854807497,2.2301072646546385,flow cytometry,60.0,O3,0.0,1.5582700440858162
fc_mu,0.853959538642559,0.8544004450870584,0.8512928270383144,0.8010649749903788,0.9076772264263544,flow cytometry,60.0,O3,0.0,1.5582700440858162
fc_sigma,0.0747690148039683,0.07040670354412996,0.06394205806568462,0.04009219501125152,0.11932125410863187,flow cytometry,60.0,O3,0.0,1.5582700440858162
delta_bohr,0.2251568778635944,0.21126986622947386,0.18650703276864578,-0.20201355860506642,0.6718372205688223,flow cytometry,60.0,O3,0.0,1.5582700440858162
empirical_bohr,1.7447643888179107,1.7355798670200295,1.7246824675012433,1.3821996740898979,2.1309625702160013,flow cytometry,60.0,O3,0.1,1.5627747197205153
fc_mu,0.8496503124070907,0.8501247557177084,0.8487309850553543,0.8017211221906556,0.8957243017646686,flow cytometry,60.0,O3,0.1,1.5627747197205153
fc_sigma,0.06433827240389228,0.05992208084222892,0.053335123996076685,0.0328634426070288,0.1044386041448053,flow cytometry,60.0,O3,0.1,1.5627747197205153
delta_bohr,0.18198966909740238,0.17280514729951424,0.16190774778072803,-0.18057504563061744,0.568187850495486,flow cytometry,60.0,O3,0.1,1.5627747197205153
empirical_bohr,2.1905630207912923,2.1728130719935446,2.158826266198677,1.823787060108721,2.542941384046385,flow cytometry,60.0,O3,1.0,1.6345551021878304
fc_mu,0.8980654519419964,0.8977814110389073,0.8964906824268164,0.8628511523328045,0.9283740910010979,flow cytometry,60.0,O3,1.0,1.6345551021878304
fc_sigma,0.04166107820109656,0.038609705306535194,0.03392169924784068,0.02168205224914978,0.07012158237118707,flow cytometry,60.0,O3,1.0,1.6345551021878304
delta_bohr,0.5560079186034672,0.5382579698057142,0.5242711640108464,0.18923195792089054,0.9083862818585544,flow cytometry,60.0,O3,1.0,1.6345551021878304
empirical_bohr,2.9596130063604633,2.9248976732515484,2.887115369654785,2.4184077170985656,3.539710376224539,flow cytometry,60.0,O3,5.0,2.3018787825038576
fc_mu,0.9489785680410774,0.94906358328148,0.947205815923546,0.9245402475536737,0.9762061192662504,flow cytometry,60.0,O3,5.0,2.3018787825038576
fc_sigma,0.034118307858952715,0.0316162454692057,0.027746180164307133,0.01702917984663772,0.057056570599476976,flow cytometry,60.0,O3,5.0,2.3018787825038576
delta_bohr,0.6577342238565981,0.6230188907476908,0.5852365871509275,0.11652893459470803,1.2378315937206814,flow cytometry,60.0,O3,5.0,2.3018787825038576
empirical_bohr,3.9807478360153232,3.803003873470643,3.670381813747035,2.781062138671294,5.555182357336117,flow cytometry,60.0,O3,10.0,3.119218063946411
fc_mu,0.9774807208742444,0.9781829271319844,0.9751657041316405,0.9570097189792456,0.9999999484049864,flow cytometry,60.0,O3,10.0,3.119218063946411
fc_sigma,0.03616045569877302,0.03363343889826073,0.030082090226212613,0.01881687662388499,0.06004710115401409,flow cytometry,60.0,O3,10.0,3.119218063946411
delta_bohr,0.8615297720688803,0.6837858095242317,0.5511637498006241,-0.33815592527511695,2.4359642933897065,flow cytometry,60.0,O3,10.0,3.119218063946411
empirical_bohr,3.320817066458761,3.1786960545772978,2.9885241776409543,2.1143937560903776,4.874496438868497,flow cytometry,60.0,O3,25.0,4.518499440775193
fc_mu,0.9578200357314974,0.960024653807311,0.952052986594545,0.9166581729690965,0.9993647345123025,flow cytometry,60.0,O3,25.0,4.518499440775193
fc_sigma,0.07303803777398996,0.06912720495358285,0.06362536548873077,0.04048617660058709,0.11550414637387418,flow cytometry,60.0,O3,25.0,4.518499440775193
delta_bohr,-1.1976823743164382,-1.339803386197895,-1.5299752631342383,-2.404105684684815,0.3559969980933042,flow cytometry,60.0,O3,25.0,4.518499440775193
empirical_bohr,4.372671660634218,4.172536754510682,3.809103475921469,2.4876580418930403,6.736472758462957,flow cytometry,60.0,O3,50.0,5.565710845828527
fc_mu,0.9807877400732936,0.9848208467669208,0.9783127203386105,0.9500026515401137,0.9999977542888329,flow cytometry,60.0,O3,50.0,5.565710845828527
fc_sigma,0.06611705183558553,0.061986456441427765,0.05941206879845347,0.035532850573037435,0.10652470157471518,flow cytometry,60.0,O3,50.0,5.565710845828527
delta_bohr,-1.1930391851942916,-1.393174091317845,-1.7566073699070586,-3.078052803935487,1.17076191263443,flow cytometry,60.0,O3,50.0,5.565710845828527
empirical_bohr,5.591318526344754,5.396585707446244,5.061164427458528,3.3913927307734184,8.382900308921055,flow cytometry,60.0,O3,75.0,6.1134856962819795
fc_mu,0.9930551781655437,0.9954884183750203,0.9937017445748095,0.9780174772632461,0.9999973560018952,flow cytometry,60.0,O3,75.0,6.1134856962819795
fc_sigma,0.04405197771078737,0.04104162189835689,0.0392571466637325,0.02139329757160075,0.07377925570075607,flow cytometry,60.0,O3,75.0,6.1134856962819795
delta_bohr,-0.5221671699372056,-0.7168999888357361,-1.0523212688234516,-2.722092965508561,2.2694146126390757,flow cytometry,60.0,O3,75.0,6.1134856962819795
empirical_bohr,3.2116609861371805,3.0229477489136864,2.773562341919928,1.7990019756795448,5.144808478835156,flow cytometry,60.0,O3,100.0,6.461281698194925
fc_mu,0.9495338088841548,0.9536001286101583,0.9412303502602696,0.8918550459761648,0.9999772880568485,flow cytometry,60.0,O3,100.0,6.461281698194925
fc_sigma,0.10614681190711163,0.10160397332471083,0.09636295359996824,0.06150529836173026,0.1607533123903701,flow cytometry,60.0,O3,100.0,6.461281698194925
delta_bohr,-3.2496207120577556,-3.438333949281238,-3.6877193562749966,-4.66227972251538,-1.3164732193597688,flow cytometry,60.0,O3,100.0,6.461281698194925
empirical_bohr,5.518258245737004,5.3115030675286246,4.9793522271312805,3.2295190755696845,8.11738066768668,flow cytometry,60.0,O3,250.0,7.309075604614978
fc_mu,0.9927472332555015,0.995089725469373,0.9931684739357739,0.9781379494339616,0.9999976942161568,flow cytometry,60.0,O3,250.0,7.309075604614978
fc_sigma,0.039021701960001404,0.03608261948270805,0.03435849774516354,0.018701001335838168,0.0662397739680093,flow cytometry,60.0,O3,250.0,7.309075604614978
delta_bohr,-1.7908173588779974,-1.997572537086353,-2.329723377483697,-4.079556529045293,0.8083050630717024,flow cytometry,60.0,O3,250.0,7.309075604614978
empirical_bohr,5.310108493380578,5.07582284795714,4.757475838558854,3.5436386349658853,7.7542139177993405,flow cytometry,60.0,O3,500.0,7.699583593956074
fc_mu,0.9925060920197806,0.9937928248023296,0.9914858554642723,0.9811591645115693,0.9999994662937044,flow cytometry,60.0,O3,500.0,7.699583593956074
fc_sigma,0.0221421281453739,0.02032232290730534,0.019158046835853634,0.010694822316930655,0.03687650910435157,flow cytometry,60.0,O3,500.0,7.699583593956074
delta_bohr,-2.3894751005755404,-2.6237607459989345,-2.9421077553972204,-4.1559449589901885,0.05463032384326638,flow cytometry,60.0,O3,500.0,7.699583593956074
empirical_bohr,4.7625496551012,4.587045771761977,4.204873546252794,2.7656691119585224,7.145103991450917,flow cytometry,60.0,O3,1000.0,7.928379657885135
fc_mu,0.9863034705772942,0.9899197494741457,0.9852967389782546,0.9616663205011696,0.9999953641859621,flow cytometry,60.0,O3,1000.0,7.928379657885135
fc_sigma,0.05762699462620167,0.05363033872510441,0.051324133117062076,0.028809057053519823,0.09565420580104428,flow cytometry,60.0,O3,1000.0,7.928379657885135
delta_bohr,-3.165830002783948,-3.3413338861231585,-3.723506111632341,-5.162710545926613,-0.7832756664342186,flow cytometry,60.0,O3,1000.0,7.928379657885135
empirical_bohr,-4.835516465942759,-4.822195799167702,-4.807728839657169,-5.174973181857558,-4.510783690186328,flow cytometry,124.0,O1,0.0,-4.767666959297122
fc_mu,0.007993640462542967,0.00798482294088898,0.008100236169619857,0.005366206377274363,0.010505635897981258,flow cytometry,124.0,O1,0.0,-4.767666959297122
fc_sigma,0.004124431216562766,0.003919901022499682,0.0035825522949258694,0.0023560484253566114,0.006251103887961737,flow cytometry,124.0,O1,0.0,-4.767666959297122
delta_bohr,-0.06784950664564025,-0.054528839870580104,-0.040061880360046764,-0.407306222560436,0.2568832691107943,flow cytometry,124.0,O1,0.0,-4.767666959297122
empirical_bohr,-5.152447624953115,-5.095982790396838,-5.027800527007063,-5.911639457219941,-4.544155531261095,flow cytometry,124.0,O1,0.1,-4.763162283662423
fc_mu,0.00610099396191068,0.006084045541529137,0.006510543388544399,0.002386017817126773,0.009961008919239123,flow cytometry,124.0,O1,0.1,-4.763162283662423
fc_sigma,0.006301028525764411,0.005987320604694308,0.00550130288570371,0.0036805480150453964,0.009648878223667072,flow cytometry,124.0,O1,0.1,-4.763162283662423
delta_bohr,-0.3892853412906898,-0.3328205067344152,-0.26463824334464014,-1.1484771735575183,0.21900675240132816,flow cytometry,124.0,O1,0.1,-4.763162283662423
empirical_bohr,-3.9771996536952634,-3.9685351584156785,-3.9570145024931396,-4.244353722303324,-3.711332282540813,flow cytometry,124.0,O1,5.0,-4.0240582208790805
fc_mu,0.01855652182980438,0.018550475591383397,0.01876139228723739,0.013791200258296388,0.02346285649871449,flow cytometry,124.0,O1,5.0,-4.0240582208790805
fc_sigma,0.00787420567301296,0.0074914665122503745,0.006820647272992812,0.00450313576508573,0.01221138992795098,flow cytometry,124.0,O1,5.0,-4.0240582208790805
delta_bohr,0.046858567183822995,0.055523062463401995,0.06704371838594092,-0.2202955014242436,0.31272593833826745,flow cytometry,124.0,O1,5.0,-4.0240582208790805
empirical_bohr,-3.330923210997945,-3.3268046848780886,-3.317625414670656,-3.5545695573734686,-3.0988551449692743,flow cytometry,124.0,O1,10.0,-3.206718939436527
fc_mu,0.034737838835276355,0.03466299138974638,0.03497145868668772,0.02686856970114937,0.04207248417510523,flow cytometry,124.0,O1,10.0,-3.206718939436527
fc_sigma,0.012270896936857833,0.011620028217019195,0.01057576779248631,0.006938439949645242,0.01891308527091417,flow cytometry,124.0,O1,10.0,-3.206718939436527
delta_bohr,-0.12420427156140056,-0.12008574544156136,-0.11090647523412889,-0.3478506179369414,0.10786379446725292,flow cytometry,124.0,O1,10.0,-3.206718939436527
empirical_bohr,-2.1914431796385205,-2.1868457610697325,-2.18329680418668,-2.3921945957706625,-2.0074203709825005,flow cytometry,124.0,O1,25.0,-1.8074375626077455
fc_mu,0.10085945840704252,0.10093797908914637,0.1012605015993473,0.0835181276543232,0.11813309164542218,flow cytometry,124.0,O1,25.0,-1.8074375626077455
fc_sigma,0.027932968254116054,0.02656425111164279,0.024262444068611156,0.015954654775468303,0.04232253318692978,flow cytometry,124.0,O1,25.0,-1.8074375626077455
delta_bohr,-0.3840056170307814,-0.3794081984619868,-0.37585924157893436,-0.584757033162917,-0.19998280837475502,flow cytometry,124.0,O1,25.0,-1.8074375626077455
empirical_bohr,-1.2989716318227498,-1.2949338207184722,-1.2910968871104984,-1.5217507251825886,-1.0749263400746818,flow cytometry,124.0,O1,50.0,-0.7602261575544116
fc_mu,0.21493931117280485,0.21501888136248654,0.2156672091654368,0.17672737023439689,0.25163533649161784,flow cytometry,124.0,O1,50.0,-0.7602261575544116
fc_sigma,0.061418234379813294,0.05882175725359597,0.054113367384059814,0.03627665548120759,0.09157095167664402,flow cytometry,124.0,O1,50.0,-0.7602261575544116
delta_bohr,-0.5387454742683364,-0.5347076631640607,-0.5308707295560868,-0.761524567628177,-0.3147001825202702,flow cytometry,124.0,O1,50.0,-0.7602261575544116
empirical_bohr,-0.6806060697165606,-0.6795729588907244,-0.6795348167808982,-0.8404915034629854,-0.5110107799216416,flow cytometry,124.0,O1,75.0,-0.21245130710095772
fc_mu,0.33637597581216744,0.3363566204101712,0.33636513457722794,0.30143127778607715,0.374956605030499,flow cytometry,124.0,O1,75.0,-0.21245130710095772
fc_sigma,0.05972788543902941,0.057311611318332165,0.05247151944219481,0.03552984116220766,0.08950707376295591,flow cytometry,124.0,O1,75.0,-0.21245130710095772
delta_bohr,-0.46815476261560135,-0.4671216517897667,-0.4670835096799405,-0.6280401963620277,-0.29855947282068385,flow cytometry,124.0,O1,75.0,-0.21245130710095772
empirical_bohr,-0.2863105510086096,-0.2856077228823537,-0.28836236475393506,-0.4946577678781769,-0.06821159222042293,flow cytometry,124.0,O1,100.0,0.13534469481198563
fc_mu,0.42910421293938855,0.42907950764729974,0.42840483447659905,0.37636834527228835,0.4805029504518097,flow cytometry,124.0,O1,100.0,0.13534469481198563
fc_sigma,0.08500767458144642,0.08179596529400744,0.07645170069156948,0.05220934330391576,0.12559979272030752,flow cytometry,124.0,O1,100.0,0.13534469481198563
delta_bohr,-0.42165524582059516,-0.42095241769433933,-0.4237070595659207,-0.6300024626901626,-0.20355628703240858,flow cytometry,124.0,O1,100.0,0.13534469481198563
empirical_bohr,0.682611683126421,0.6798141464843457,0.6806388966164848,0.4300702791795932,0.9265839593977524,flow cytometry,124.0,O1,250.0,0.9831386012320404
fc_mu,0.6637523964362873,0.663697215551095,0.6638812775890641,0.6058904503260367,0.7163817312907286,flow cytometry,124.0,O1,250.0,0.9831386012320404
fc_sigma,0.08805171999338733,0.08459886599606159,0.07870194843125805,0.053793944070785034,0.13003306516461818,flow cytometry,124.0,O1,250.0,0.9831386012320404
delta_bohr,-0.300526918105621,-0.3033244547476947,-0.30249970461555564,-0.5530683220524473,-0.056554641834288044,flow cytometry,124.0,O1,250.0,0.9831386012320404
empirical_bohr,1.191532415798181,1.1909365634595779,1.1891150016004237,1.0366225018905277,1.3471428156420084,flow cytometry,124.0,O1,500.0,1.373646590573136
fc_mu,0.7667114458655631,0.7669085260078672,0.7665827456054402,0.7381977900128227,0.7936621209563723,flow cytometry,124.0,O1,500.0,1.373646590573136
fc_sigma,0.04395331846418693,0.04177334964092772,0.03826523908677627,0.024979300745102323,0.06672946819370254,flow cytometry,124.0,O1,500.0,1.373646590573136
delta_bohr,-0.18211417477495315,-0.18271002711355833,-0.18453158897271238,-0.33702408868260836,-0.026503774931127655,flow cytometry,124.0,O1,500.0,1.373646590573136
empirical_bohr,1.463640965600121,1.4581901713310472,1.4480920350979984,1.1950896965912343,1.7430267232579366,flow cytometry,124.0,O1,1000.0,1.6024426545021964
fc_mu,0.8111862036161016,0.8112557101248473,0.8097046226434477,0.7684354763756306,0.8517230450314038,flow cytometry,124.0,O1,1000.0,1.6024426545021964
fc_sigma,0.06843488299853046,0.06557239033006916,0.06086926418751472,0.041164359399870815,0.10069925463471634,flow cytometry,124.0,O1,1000.0,1.6024426545021964
delta_bohr,-0.13880168890207462,-0.14425248317114903,-0.15435061940419792,-0.40735295791096204,0.14058406875574025,flow cytometry,124.0,O1,1000.0,1.6024426545021964
empirical_bohr,1.8113889205216331,1.7987747934389622,1.7832923338623707,1.4599265871196372,2.1964493790799042,flow cytometry,124.0,O1,5000.0,1.8067417552622107
fc_mu,0.8579682485507772,0.8579997260398291,0.8561029265440555,0.8128101852416765,0.9010062480022697,flow cytometry,124.0,O1,5000.0,1.8067417552622107
fc_sigma,0.07288754636636688,0.0698764890964046,0.064962649654608,0.044353685696218344,0.10840619780677738,flow cytometry,124.0,O1,5000.0,1.8067417552622107
delta_bohr,0.004647165259420417,-0.00796696182324852,-0.023449421399839965,-0.3468151681425735,0.3897076238176935,flow cytometry,124.0,O1,5000.0,1.8067417552622107
empirical_bohr,-3.594255665431045,-3.5936352852799938,-3.5899849291727297,-3.7034479834555976,-3.488719188193402,flow cytometry,124.0,O2,0.0,-3.3676669592971216
fc_mu,0.026782932277023632,0.026762270889063355,0.02685751267595604,0.02404597202984904,0.029634913900785542,flow cytometry,124.0,O2,0.0,-3.3676669592971216
fc_sigma,0.004582391244545962,0.004352742593060172,0.003972721979827713,0.002657813754539924,0.006948743245519887,flow cytometry,124.0,O2,0.0,-3.3676669592971216
delta_bohr,-0.22658870613393728,-0.2259683259828722,-0.22231796987560815,-0.335781024158476,-0.12105222889628031,flow cytometry,124.0,O2,0.0,-3.3676669592971216
empirical_bohr,-3.5950421936719916,-3.5928873096525007,-3.591286201075568,-3.727098722582977,-3.474477460011745,flow cytometry,124.0,O2,0.1,-3.3631622836624224
fc_mu,0.026774303354427393,0.026781759600028987,0.02682352332217086,0.023497145620172466,0.030047213753365498,flow cytometry,124.0,O2,0.1,-3.3631622836624224
fc_sigma,0.0051929713378383955,0.004908696148504526,0.004506257354326119,0.0029852362199489007,0.007948242840314352,flow cytometry,124.0,O2,0.1,-3.3631622836624224
delta_bohr,-0.2318799100095901,-0.22972502599007827,-0.22812391741314553,-0.3639364389205544,-0.11131517634932253,flow cytometry,124.0,O2,0.1,-3.3631622836624224
empirical_bohr,-2.4666960812278673,-2.4559329488459753,-2.4485476416494016,-2.6970077027396764,-2.2203520019693332,flow cytometry,124.0,O2,5.0,-2.62405822087908
fc_mu,0.07880667223945426,0.0790057652477884,0.0795448222349534,0.0627648787084456,0.09744797448391662,flow cytometry,124.0,O2,5.0,-2.62405822087908
