parameter,mean,median,mode,hpd_min,hpd_max,method,repressors,operator,IPTGuM,pred_bohr
fc_sigma,0.02811233623669148,0.02674914068031039,0.024639089483071332,0.016063062606363643,0.04260416926560936,flow cytometry,124.0,O2,5.0,-2.62405822087908
delta_bohr,0.1573621396512117,0.1681252720331048,0.1755105792296785,-0.07294948186059624,0.4037062189097469,flow cytometry,124.0,O2,5.0,-2.62405822087908
empirical_bohr,-1.7858258095127673,-1.7823594501818742,-1.775315309500272,-2.0161975424239595,-1.5392350070023002,flow cytometry,124.0,O2,10.0,-1.8067189394365268
fc_mu,0.14419270702811407,0.14401203424031594,0.144882562913227,0.11356520930138236,0.17178119163598038,flow cytometry,124.0,O2,10.0,-1.8067189394365268
fc_sigma,0.0456524400852564,0.04363561275196519,0.04025098181417992,0.027411505154378114,0.0690377912181931,flow cytometry,124.0,O2,10.0,-1.8067189394365268
delta_bohr,0.020893129923770713,0.02435948925465259,0.031403629936254784,-0.2094786029874327,0.26748393243422663,flow cytometry,124.0,O2,10.0,-1.8067189394365268
empirical_bohr,-0.5141223749576191,-0.5107160930206758,-0.5103130929118856,-0.7392473253638879,-0.2949844871693372,flow cytometry,124.0,O2,25.0,-0.4074375626077451
fc_mu,0.3745966254881897,0.3750256716203182,0.3751201321127279,0.3231687549026824,0.4267840223657602,flow cytometry,124.0,O2,25.0,-0.4074375626077451
fc_sigma,0.08367180898703015,0.08068281907649226,0.07457511494500428,0.051609282091032785,0.12393103075479706,flow cytometry,124.0,O2,25.0,-0.4074375626077451
delta_bohr,-0.10668481234987398,-0.10327853041293067,-0.10287553030414054,-0.3318097627561428,0.11245307543840793,flow cytometry,124.0,O2,25.0,-0.4074375626077451
empirical_bohr,0.48494259709898924,0.4839343336913978,0.4828831676569238,0.21351249486775062,0.7713544308434619,flow cytometry,124.0,O2,50.0,0.6397738424455905
fc_mu,0.6183832555321711,0.6186764789941267,0.618428461305062,0.5540147153031856,0.6846510069883068,flow cytometry,124.0,O2,50.0,0.6397738424455905
fc_sigma,0.1059265424940998,0.10245152094947588,0.0952210302658059,0.0655146100710908,0.15290790388549283,flow cytometry,124.0,O2,50.0,0.6397738424455905
delta_bohr,-0.15483124534660386,-0.15583950875419275,-0.15689067478866675,-0.42626134757783996,0.13158058839787135,flow cytometry,124.0,O2,50.0,0.6397738424455905
empirical_bohr,0.9681045293710593,0.9637902549486155,0.9510161189757129,0.6256429657013596,1.3202551877233017,flow cytometry,124.0,O2,75.0,1.1875486928990409
fc_mu,0.7234019995820953,0.7238800351047769,0.7213194818367145,0.653844256488617,0.7910816469025002,flow cytometry,124.0,O2,75.0,1.1875486928990409
fc_sigma,0.10643084581520122,0.10253746185396134,0.09526923133965025,0.06382529248631673,0.15504373281763406,flow cytometry,124.0,O2,75.0,1.1875486928990409
delta_bohr,-0.21944416352797888,-0.22375843795042538,-0.23653257392332794,-0.5619057271976813,0.1327064948242609,flow cytometry,124.0,O2,75.0,1.1875486928990409
empirical_bohr,1.467367285779973,1.4616502166686915,1.4543845781661315,1.2010673380766148,1.7338787231829953,flow cytometry,124.0,O2,100.0,1.5353446948119878
fc_mu,0.8117938916538762,0.8117849413747209,0.8106723078043568,0.7716983340068758,0.8524505442732938,flow cytometry,124.0,O2,100.0,1.5353446948119878
fc_sigma,0.06387029096159907,0.06121831738887545,0.05668371405953768,0.0377963036230278,0.09597505609145941,flow cytometry,124.0,O2,100.0,1.5353446948119878
delta_bohr,-0.06797740903200905,-0.0736944781432961,-0.08096011664585623,-0.33427735673537295,0.19853402837100753,flow cytometry,124.0,O2,100.0,1.5353446948119878
empirical_bohr,2.4729375465418024,2.4474306795360983,2.4152079724362365,1.93974220648077,2.9780941481297543,flow cytometry,124.0,O2,250.0,2.383138601232039
fc_mu,0.920206833921967,0.9203733582133657,0.91797966031696,0.8851866199796842,0.9580300808329285,flow cytometry,124.0,O2,250.0,2.383138601232039
fc_sigma,0.05133951417098539,0.04853350986682406,0.043906273190309625,0.02710851922284572,0.07966355563288789,flow cytometry,124.0,O2,250.0,2.383138601232039
delta_bohr,0.08979894530975917,0.06429207830405947,0.032069371204197505,-0.44339639475126913,0.5949555468977152,flow cytometry,124.0,O2,250.0,2.383138601232039
empirical_bohr,2.8222417496532057,2.791034607626389,2.756021418964587,2.3647182846531143,3.3725769017813843,flow cytometry,124.0,O2,500.0,2.7736465905731365
fc_mu,0.9422673549653698,0.9421894240507684,0.9402525175096109,0.9150370100725048,0.9675814266345238,flow cytometry,124.0,O2,500.0,2.7736465905731365
fc_sigma,0.04176470668647828,0.03964743014782777,0.03649553784591786,0.024381910315531063,0.06370213034043758,flow cytometry,124.0,O2,500.0,2.7736465905731365
delta_bohr,0.04859515908007079,0.017388017053252325,-0.017625171608549373,-0.40892830592002216,0.5989303112082478,flow cytometry,124.0,O2,500.0,2.7736465905731365
empirical_bohr,2.849427268677704,2.81957707234571,2.7785546052117334,2.3571624376555786,3.407998661845706,flow cytometry,124.0,O2,1000.0,3.0024426545021976
fc_mu,0.9435526676555195,0.9437246095385422,0.9415058936660563,0.9165858524311482,0.9698543553685463,flow cytometry,124.0,O2,1000.0,3.0024426545021976
fc_sigma,0.04349015121144745,0.041363318484420646,0.0379378291681845,0.025656039912224857,0.06654314715763389,flow cytometry,124.0,O2,1000.0,3.0024426545021976
delta_bohr,-0.1530153858244925,-0.18286558215648752,-0.22388804929046424,-0.645280216846619,0.4055560073435083,flow cytometry,124.0,O2,1000.0,3.0024426545021976
empirical_bohr,2.6188102967200115,2.546221377439437,2.4612686136184885,1.8391092489541918,3.512556878863882,flow cytometry,124.0,O2,5000.0,3.206741755262212
fc_mu,0.9269893247198965,0.9273192513193051,0.9213816072190131,0.8789622528037494,0.980510661691508,flow cytometry,124.0,O2,5000.0,3.206741755262212
fc_sigma,0.07943788164670712,0.07612548429671141,0.07000047965126706,0.045438319122761195,0.11787580312228763,flow cytometry,124.0,O2,5000.0,3.206741755262212
delta_bohr,-0.5879314585422051,-0.6605203778227751,-0.7454731416437235,-1.3676325063080201,0.3058151236016702,flow cytometry,124.0,O2,5000.0,3.206741755262212
empirical_bohr,1.304807088919309,1.2956592255551749,1.2894537967187185,0.9414478799608967,1.6603254231193467,flow cytometry,124.0,O3,0.0,0.8323330407028795
fc_mu,0.785019119311765,0.785103531414316,0.7840547242568802,0.7244968814553739,0.8446185630728958,flow cytometry,124.0,O3,0.0,0.8323330407028795
fc_sigma,0.08156299998132059,0.07700796530594131,0.06969753192454786,0.044914095320853824,0.12965538834597976,flow cytometry,124.0,O3,0.0,0.8323330407028795
delta_bohr,0.47247404821643724,0.4633261848522954,0.457120756015839,0.10911483925801724,0.8279923824164672,flow cytometry,124.0,O3,0.0,0.8323330407028795
empirical_bohr,1.1082008023276866,1.1009832140336613,1.0903053105234444,0.7660968559284456,1.4730819910147244,flow cytometry,124.0,O3,0.1,0.8368377163375786
fc_mu,0.7503081568758819,0.7504442849559823,0.7484392092094311,0.6845126375355889,0.8151672499546556,flow cytometry,124.0,O3,0.1,0.8368377163375786
fc_sigma,0.0897310746608792,0.08518611802740227,0.07757845538151498,0.050867920479784536,0.13986079653181974,flow cytometry,124.0,O3,0.1,0.8368377163375786
delta_bohr,0.27136308599010966,0.26414549769608253,0.25346759418586573,-0.07074086040913308,0.6362442746771457,flow cytometry,124.0,O3,0.1,0.8368377163375786
empirical_bohr,1.5747418041835821,1.569419963111812,1.5562517312357338,1.2585895072624542,1.9281137727103157,flow cytometry,124.0,O3,1.0,0.9086180988048937
fc_mu,0.82719232483171,0.8277009036761032,0.8258148427106762,0.7801399693985243,0.8743003085505648,flow cytometry,124.0,O3,1.0,0.9086180988048937
fc_sigma,0.0649953832348312,0.061353454596365806,0.05419389076919718,0.03440432895319509,0.10523520000805206,flow cytometry,124.0,O3,1.0,0.9086180988048937
delta_bohr,0.6661237053786851,0.6608018643069181,0.64763363243084,0.3499714084575605,1.019495673905422,flow cytometry,124.0,O3,1.0,0.9086180988048937
empirical_bohr,2.4401760134843498,2.4006618166770632,2.361546345771028,1.8439249815485848,3.0795774168128736,flow cytometry,124.0,O3,5.0,1.575941779120921
fc_mu,0.916738286455094,0.9168777563285382,0.9138476274609225,0.8732933636227749,0.9628381937595388,flow cytometry,124.0,O3,5.0,1.575941779120921
fc_sigma,0.059265482518440285,0.055406238946158974,0.049405834084250436,0.03204419076545153,0.09855055143211777,flow cytometry,124.0,O3,5.0,1.575941779120921
delta_bohr,0.8642342343634244,0.8247200375561423,0.785604566650107,0.2679832024276638,1.5036356376919526,flow cytometry,124.0,O3,5.0,1.575941779120921
empirical_bohr,2.978895604676769,2.883750108215689,2.7655389117149567,2.0382985157494082,4.179429845950429,flow cytometry,124.0,O3,10.0,2.3932810605634742
fc_mu,0.9458813156842216,0.9470372759001764,0.9407849535807336,0.9027437609421106,0.9928029955766071,flow cytometry,124.0,O3,10.0,2.3932810605634742
fc_sigma,0.06645490093827353,0.06267590564190609,0.056522657200595856,0.03483024945913443,0.10494442591631624,flow cytometry,124.0,O3,10.0,2.3932810605634742
delta_bohr,0.5856145441133003,0.49046904765221466,0.37225785115148247,-0.354982544814066,1.7861487853869544,flow cytometry,124.0,O3,10.0,2.3932810605634742
empirical_bohr,3.866124884527486,3.7035553605347964,3.5017148806695384,2.5944964936098294,5.585682257680822,flow cytometry,124.0,O3,25.0,3.792562437392256
fc_mu,0.9744222328489597,0.9759565476209456,0.9707365234242653,0.9482285194889304,0.9997876731176298,flow cytometry,124.0,O3,25.0,3.792562437392256
fc_sigma,0.04722633781946568,0.04427775009347029,0.04046915762228221,0.024694970337485047,0.07589903871705629,flow cytometry,124.0,O3,25.0,3.792562437392256
delta_bohr,0.07356244713523848,-0.08900707685745957,-0.29084755672271756,-1.1980659437824266,1.7931198202885659,flow cytometry,124.0,O3,25.0,3.792562437392256
empirical_bohr,4.137781849336574,3.9355670993788827,3.5888466165061352,2.1751427995846964,6.406354870096635,flow cytometry,124.0,O3,50.0,4.839773842445591
fc_mu,0.9756784392562473,0.980839671563773,0.9731127201427637,0.936307466944809,0.9999894312336972,flow cytometry,124.0,O3,50.0,4.839773842445591
fc_sigma,0.0943033423697996,0.08935739078515503,0.08609928474093852,0.050342377299152044,0.14667912545826844,flow cytometry,124.0,O3,50.0,4.839773842445591
delta_bohr,-0.7019919931090124,-0.9042067430667082,-1.2509272259394555,-2.6646310428608944,1.5665810276510443,flow cytometry,124.0,O3,50.0,4.839773842445591
empirical_bohr,4.509288083641045,4.270368371044924,3.9121313715824138,2.539781304455555,7.141929656487038,flow cytometry,124.0,O3,75.0,5.387548692899043
fc_mu,0.9818568618319728,0.9862160200102849,0.9803942399175913,0.9494749047636748,0.9999974668952982,flow cytometry,124.0,O3,75.0,5.387548692899043
fc_sigma,0.07617405063254844,0.07201636327871028,0.06922445198390118,0.03953051163192337,0.11978292331903212,flow cytometry,124.0,O3,75.0,5.387548692899043
delta_bohr,-0.8782606092579858,-1.1171803218541183,-1.475417321316629,-2.8477673884434878,1.7543809635879954,flow cytometry,124.0,O3,75.0,5.387548692899043
empirical_bohr,3.0731564851299433,2.9344174004996058,2.7463446111446443,1.8813304640357942,4.630793123308113,flow cytometry,124.0,O3,100.0,5.735344694811988
fc_mu,0.9468250246679807,0.9495218225681088,0.9397065749156713,0.895265074838035,0.9982978885629897,flow cytometry,124.0,O3,100.0,5.735344694811988
fc_sigma,0.0953800655650599,0.09101608081929655,0.0859112655583186,0.05425862848142138,0.14505103237730763,flow cytometry,124.0,O3,100.0,5.735344694811988
delta_bohr,-2.6621882096820353,-2.800927294312382,-2.9890000836673436,-3.854014230776194,-1.1045515715038752,flow cytometry,124.0,O3,100.0,5.735344694811988
empirical_bohr,4.779749161043005,4.575083063561575,4.303799582653198,3.0560234768050742,7.1700602812387775,flow cytometry,124.0,O3,250.0,6.583138601232041
fc_mu,0.9875218315942617,0.9897996756285177,0.9866631732764845,0.9687815643342074,0.999999720395766,flow cytometry,124.0,O3,250.0,6.583138601232041
fc_sigma,0.03731630909882434,0.03453155146989607,0.032173089311757594,0.0192003165887627,0.0627526297719013,flow cytometry,124.0,O3,250.0,6.583138601232041
delta_bohr,-1.8033894401890265,-2.0080555376704665,-2.2793390185788427,-3.5271151244269667,0.5869216800067365,flow cytometry,124.0,O3,250.0,6.583138601232041
empirical_bohr,4.116519510654854,3.9169511113177835,3.624234088484222,2.481713170470927,6.128531795145941,flow cytometry,124.0,O3,500.0,6.9736465905731375
fc_mu,0.9774733594831472,0.980486667753046,0.9740232707900909,0.9473505186821338,0.999992709077669,flow cytometry,124.0,O3,500.0,6.9736465905731375
fc_sigma,0.06101805664842656,0.057276992335897225,0.053922913457535526,0.03243789985281022,0.09820809561323715,flow cytometry,124.0,O3,500.0,6.9736465905731375
delta_bohr,-2.8571270799182713,-3.056695479255354,-3.3494125020889154,-4.49193342010221,-0.8451147954271967,flow cytometry,124.0,O3,500.0,6.9736465905731375
empirical_bohr,4.461432131425807,4.2244629104905975,3.8587870630079495,2.5537659149715397,6.992722726723843,flow cytometry,124.0,O3,1000.0,7.202442654502199
fc_mu,0.9814792868516901,0.9855778501464256,0.97934217801416,0.9496516030951548,0.9999933378087845,flow cytometry,124.0,O3,1000.0,7.202442654502199
fc_sigma,0.07520196850364835,0.07097013392066434,0.06913616381561025,0.04171569551246491,0.12056275268158846,flow cytometry,124.0,O3,1000.0,7.202442654502199
delta_bohr,-2.741010523076377,-2.977979744011601,-3.343655591494249,-4.648676739530659,-0.20971992777835524,flow cytometry,124.0,O3,1000.0,7.202442654502199
empirical_bohr,-4.994007469317664,-4.98171830322252,-4.964229490573866,-5.289584981989543,-4.682687510440398,flow cytometry,260.0,O1,0.0,-5.5080670247076124
fc_mu,0.006815368550812738,0.006815491296019327,0.00693490066239133,0.004851901174832696,0.00891560546488157,flow cytometry,260.0,O1,0.0,-5.5080670247076124
fc_sigma,0.00320722872286769,0.0030419719459006647,0.0027571812733114326,0.0018641340738543648,0.004995171125103928,flow cytometry,260.0,O1,0.0,-5.5080670247076124
delta_bohr,0.5140595553899353,0.5263487214850926,0.543837534133746,0.2184820427180698,0.8253795142672145,flow cytometry,260.0,O1,0.0,-5.5080670247076124
empirical_bohr,-5.503309226193619,-5.434728045627015,-5.359112215566088,-6.321923320494619,-4.788642548965824,flow cytometry,260.0,O1,0.1,-5.503562349072913
fc_mu,0.004369066536609128,0.004343473187361446,0.004683047233725479,0.0013041146315682095,0.007198093765136915,flow cytometry,260.0,O1,0.1,-5.503562349072913
fc_sigma,0.004917096188388511,0.004646233809861589,0.004275598403013115,0.002834668917025714,0.007565430906926396,flow cytometry,260.0,O1,0.1,-5.503562349072913
delta_bohr,0.00025312287930310867,0.06883430344589803,0.14445013350682512,-0.8183609714217059,0.7149198001070891,flow cytometry,260.0,O1,0.1,-5.503562349072913
empirical_bohr,-4.268631812419511,-4.255353618748396,-4.237623289255711,-4.61226863670913,-3.952385995079545,flow cytometry,260.0,O1,5.0,-4.764458286289571
fc_mu,0.013992543571082022,0.013989587407417958,0.014236276713901042,0.009639881017207919,0.01854625983110514,flow cytometry,260.0,O1,5.0,-4.764458286289571
fc_sigma,0.00720560739823081,0.006844012782882205,0.006296351241736907,0.004220120021193823,0.01095849959683191,flow cytometry,260.0,O1,5.0,-4.764458286289571
delta_bohr,0.49582647387005735,0.5091046675411746,0.5268349970338599,0.1521896495804409,0.812072291210026,flow cytometry,260.0,O1,5.0,-4.764458286289571
empirical_bohr,-3.6890374875939997,-3.686266613415268,-3.681315686553115,-3.8337335921466935,-3.5406705602636213,flow cytometry,260.0,O1,10.0,-3.9471190048470177
fc_mu,0.024450837279673916,0.024452494711463657,0.024570875416723092,0.021105659053058723,0.02809383226668427,flow cytometry,260.0,O1,10.0,-3.9471190048470177
fc_sigma,0.005607934157410355,0.00533372749530451,0.004815153630737522,0.003207480643774961,0.008688373126467953,flow cytometry,260.0,O1,10.0,-3.9471190048470177
delta_bohr,0.2580815172530117,0.26085239143174954,0.2658033182939028,0.1133854127003242,0.40644844458339646,flow cytometry,260.0,O1,10.0,-3.9471190048470177
empirical_bohr,-2.665980308732188,-2.664504824390491,-2.661152967062286,-2.7936920238987,-2.5443383761240743,flow cytometry,260.0,O1,25.0,-2.547837628018236
fc_mu,0.06511561346122077,0.06510062067901451,0.06530492081694594,0.05702181477500068,0.07213962638811311,flow cytometry,260.0,O1,25.0,-2.547837628018236
fc_sigma,0.012586566503145817,0.011933589568524798,0.010883452381874359,0.007392840345599517,0.019503929980391035,flow cytometry,260.0,O1,25.0,-2.547837628018236
delta_bohr,-0.11814268071395541,-0.11666719637225476,-0.11331533904405022,-0.24585439588046398,0.00349925189416167,flow cytometry,260.0,O1,25.0,-2.547837628018236
empirical_bohr,-1.9133075930681753,-1.9079876605688382,-1.8964196145664394,-2.1961519140963,-1.6376847946844317,flow cytometry,260.0,O1,50.0,-1.5006262229649021
fc_mu,0.12940363072183378,0.12920709684880316,0.13051424025894198,0.09758078719360219,0.15953617580937418,flow cytometry,260.0,O1,50.0,-1.5006262229649021
fc_sigma,0.04963377242608462,0.04736427999586158,0.04380327055899991,0.02879634560043142,0.07454314439475057,flow cytometry,260.0,O1,50.0,-1.5006262229649021
delta_bohr,-0.412681370103273,-0.40736143760393595,-0.39579339160153726,-0.6955256911313978,-0.13705857171952962,flow cytometry,260.0,O1,50.0,-1.5006262229649021
empirical_bohr,-1.2652397866579346,-1.2591789958178556,-1.254480897112423,-1.5044162477098977,-1.0111491638813972,flow cytometry,260.0,O1,75.0,-0.9528513725114482
fc_mu,0.22083658681344068,0.22111525589436265,0.2219254379875485,0.17907487614114248,0.2633454135536185,flow cytometry,260.0,O1,75.0,-0.9528513725114482
fc_sigma,0.06604595873979205,0.06318097088821722,0.05819486514759958,0.0401902871186119,0.09876440579148575,flow cytometry,260.0,O1,75.0,-0.9528513725114482
delta_bohr,-0.31238841414648766,-0.3063276233064073,-0.3016295246009748,-0.5515648751984494,-0.05829779136994895,flow cytometry,260.0,O1,75.0,-0.9528513725114482
empirical_bohr,-0.9162491927907795,-0.912738814904328,-0.9079684325179702,-1.1247253441340115,-0.6967146651141296,flow cytometry,260.0,O1,100.0,-0.6050553705985049
fc_mu,0.2862313384937423,0.2864397181379366,0.2874157386198256,0.24190161856993664,0.328810566827173,flow cytometry,260.0,O1,100.0,-0.6050553705985049
fc_sigma,0.07095679600921395,0.06811827120518149,0.06293933693486489,0.041647160802923994,0.10534895474319003,flow cytometry,260.0,O1,100.0,-0.6050553705985049
delta_bohr,-0.3111938221922705,-0.30768344430582306,-0.3029130619194653,-0.5196699735355066,-0.09165929451562471,flow cytometry,260.0,O1,100.0,-0.6050553705985049
empirical_bohr,0.09748771994780231,0.09767092793275152,0.09907732080312528,-0.08716553220753288,0.27805391885475844,flow cytometry,260.0,O1,250.0,0.24273853582154992
fc_mu,0.5243015346384218,0.524398339179251,0.5247490881075004,0.47822240374190683,0.5690690517882276,flow cytometry,260.0,O1,250.0,0.24273853582154992
fc_sigma,0.0743174025031433,0.07139807307231544,0.06605618699003458,0.044783663308747036,0.10919813131489185,flow cytometry,260.0,O1,250.0,0.24273853582154992
delta_bohr,-0.14525081587374747,-0.1450676078887984,-0.14366121501842463,-0.3299040680290828,0.035315383033208525,flow cytometry,260.0,O1,250.0,0.24273853582154992
empirical_bohr,0.617858773294091,0.6182709006705374,0.6159122778625441,0.49101348759736846,0.7543265392991055,flow cytometry,260.0,O1,500.0,0.6332465251626456
fc_mu,0.6495853390689177,0.6498251898523877,0.6492882900610878,0.6207333044179998,0.6805024030098433,flow cytometry,260.0,O1,500.0,0.6332465251626456
fc_sigma,0.048495281580251196,0.046160003748467134,0.042087648998080325,0.027842933872193994,0.07279943564520351,flow cytometry,260.0,O1,500.0,0.6332465251626456
delta_bohr,-0.015387751868554272,-0.014975624492108153,-0.01733424730010147,-0.1422330375652771,0.12108001413645997,flow cytometry,260.0,O1,500.0,0.6332465251626456
empirical_bohr,0.7776394293849033,0.7723158041540841,0.7650332742984732,0.5008448340096002,1.0715564648113618,flow cytometry,260.0,O1,1000.0,0.8620425890917058
fc_mu,0.6843628468031461,0.6840216356414852,0.6824455132310048,0.6247796480352595,0.7467673156061253,flow cytometry,260.0,O1,1000.0,0.8620425890917058
fc_sigma,0.09845559020654386,0.09483029920442901,0.08831205408791966,0.06232293359440434,0.1458017147635662,flow cytometry,260.0,O1,1000.0,0.8620425890917058
delta_bohr,-0.08440315970680462,-0.0897267849376217,-0.0970093147932326,-0.3611977550821056,0.20951387571965596,flow cytometry,260.0,O1,1000.0,0.8620425890917058
empirical_bohr,1.1119920486832167,1.107681727222558,1.0995918908468505,0.8260197827695713,1.382008680830514,flow cytometry,260.0,O1,5000.0,1.0663416898517202
fc_mu,0.7515663567933561,0.751696661139264,0.7501836304226388,0.6991264754367109,0.8022553439224753,flow cytometry,260.0,O1,5000.0,1.0663416898517202
fc_sigma,0.08697922509391058,0.08371389995318942,0.07768062745936369,0.05312053475990609,0.12886066089717427,flow cytometry,260.0,O1,5000.0,1.0663416898517202
delta_bohr,0.045650358831494625,0.04134003737083802,0.03325020099513032,-0.24032190708214884,0.3156669909787939,flow cytometry,260.0,O1,5000.0,1.0663416898517202
empirical_bohr,-4.189363291211092,-4.187316202918478,-4.183163652575382,-4.322586458212363,-4.056937869911376,flow cytometry,260.0,O2,0.0,-4.108067024707612
fc_mu,0.014960739419550981,0.0149597947855446,0.015021110174954222,0.013076373264534702,0.01699008296879434,flow cytometry,260.0,O2,0.0,-4.108067024707612
fc_sigma,0.003085087674308609,0.002941188605438235,0.0026837241140511203,0.0017312409628966131,0.0046587717458074236,flow cytometry,260.0,O2,0.0,-4.108067024707612
delta_bohr,-0.08129626650348165,-0.07924917821086508,-0.0750966278677696,-0.21451943350475133,0.05112915479623581,flow cytometry,260.0,O2,0.0,-4.108067024707612
empirical_bohr,-4.246023416304356,-4.239116683949817,-4.229753269077628,-4.4736902959775815,-4.044893224211666,flow cytometry,260.0,O2,0.1,-4.103562349072913
fc_mu,0.014199695348300696,0.014215334198865781,0.014347144742461349,0.01117128800567102,0.017097647907169722,flow cytometry,260.0,O2,0.1,-4.103562349072913
fc_sigma,0.004943024460236381,0.004698012064536322,0.004294969265837859,0.0029008220048677104,0.007583866075544189,flow cytometry,260.0,O2,0.1,-4.103562349072913
delta_bohr,-0.14246106723146135,-0.13555433487690394,-0.12619092000471532,-0.37012794690466855,0.05866912486124676,flow cytometry,260.0,O2,0.1,-4.103562349072913
empirical_bohr,-3.120970609089727,-3.1159627249320163,-3.1067713292338732,-3.3440702930373054,-2.898697928976601,flow cytometry,260.0,O2,5.0,-3.3644582862895707
fc_mu,0.042481259494435666,0.042453589417699944,0.042828806768254624,0.03335477444077384,0.05120666563073717,flow cytometry,260.0,O2,5.0,-3.3644582862895707
fc_sigma,0.014598782128712118,0.013798496479352124,0.012674944377695434,0.008501356843461774,0.022545918663567827,flow cytometry,260.0,O2,5.0,-3.3644582862895707
delta_bohr,0.24348767719984193,0.24849556135755457,0.25768695705569744,0.020387993252265257,0.46576035731296983,flow cytometry,260.0,O2,5.0,-3.3644582862895707
empirical_bohr,-2.485273174995317,-2.48126520602576,-2.476815862919251,-2.685177363635775,-2.3086037059632907,flow cytometry,260.0,O2,10.0,-2.5471190048470174
fc_mu,0.07715783355094871,0.07718203968128579,0.07749954077087562,0.063499451001645,0.09000043991457407,flow cytometry,260.0,O2,10.0,-2.5471190048470174
fc_sigma,0.021153195915435064,0.020111919721217494,0.018387135998152206,0.012224275466670783,0.03235353758864534,flow cytometry,260.0,O2,10.0,-2.5471190048470174
delta_bohr,0.061845829851686004,0.0658537988212573,0.07030314192776643,-0.13805835878875783,0.2385152988837267,flow cytometry,260.0,O2,10.0,-2.5471190048470174
empirical_bohr,-1.163326236942512,-1.1607732069242016,-1.1552518506795384,-1.3959109574486972,-0.9303867814317442,flow cytometry,260.0,O2,25.0,-1.1478376280182356
fc_mu,0.23870960052377313,0.2385268178764906,0.2395311188990693,0.19537801352851336,0.2793443672041418,flow cytometry,260.0,O2,25.0,-1.1478376280182356
fc_sigma,0.06790494070946937,0.06477583484673871,0.05983909562918353,0.040952411437722026,0.10251432467660226,flow cytometry,260.0,O2,25.0,-1.1478376280182356
delta_bohr,-0.01548860892427658,-0.012935578905965972,-0.007414222661302761,-0.24807332943046156,0.2174508465864914,flow cytometry,260.0,O2,25.0,-1.1478376280182356
empirical_bohr,-0.1425412615211922,-0.14319702710464935,-0.14331836367020043,-0.2814771775817234,-0.016319491642400874,flow cytometry,260.0,O2,50.0,-0.10062622296489998
fc_mu,0.4644643613419228,0.4642617911876056,0.46423161214785946,0.42994315779515757,0.4957707382557037,flow cytometry,260.0,O2,50.0,-0.10062622296489998
fc_sigma,0.053228339602233256,0.0506607635111372,0.046917635489390666,0.03114244216169813,0.0798019484931629,flow cytometry,260.0,O2,50.0,-0.10062622296489998
delta_bohr,-0.04191503855629238,-0.04257080413974937,-0.042692140705300446,-0.18085095461682343,0.0843067313224991,flow cytometry,260.0,O2,50.0,-0.10062622296489998
empirical_bohr,0.3202657595050221,0.31826000180187947,0.31750520000467614,0.08893891746490586,0.5705984344970988,flow cytometry,260.0,O2,75.0,0.44714862748855033
fc_mu,0.5791056743820081,0.5789001428206064,0.5787161302414013,0.5230319794362646,0.6396988995137918,flow cytometry,260.0,O2,75.0,0.44714862748855033
fc_sigma,0.0937739594759892,0.0905237570337846,0.08472450342883822,0.05842085788172996,0.13711757793580942,flow cytometry,260.0,O2,75.0,0.44714862748855033
delta_bohr,-0.12688286798352777,-0.12888862568667087,-0.1296434274838742,-0.3582097100236445,0.12344980700854846,flow cytometry,260.0,O2,75.0,0.44714862748855033
empirical_bohr,0.8490608239228111,0.84716363463859,0.8411531132779911,0.6446135628971096,1.0668082249571327,flow cytometry,260.0,O2,100.0,0.7949446294014972
fc_mu,0.6998968335946574,0.6999718118360958,0.6987080193934514,0.6559223439141793,0.7441024267209294,flow cytometry,260.0,O2,100.0,0.7949446294014972
fc_sigma,0.0717352811238179,0.06865227044875721,0.06343745014172601,0.042722329200251284,0.1059139663207063,flow cytometry,260.0,O2,100.0,0.7949446294014972
delta_bohr,0.054116194521313755,0.05221900523709283,0.0462084838764939,-0.15033106650438766,0.27186359555563544,flow cytometry,260.0,O2,100.0,0.7949446294014972
empirical_bohr,1.8820233027392599,1.8698980786832284,1.8547032427520864,1.5558272947871956,2.2405533729789386,flow cytometry,260.0,O2,250.0,1.6427385358215485
fc_mu,0.8666237411046279,0.8664464838792368,0.8646783724473905,0.8293543359489902,0.9066409454674748,flow cytometry,260.0,O2,250.0,1.6427385358215485
fc_sigma,0.056124986535422056,0.052925220991665856,0.04793587260982989,0.030702494996573806,0.08969699138508541,flow cytometry,260.0,O2,250.0,1.6427385358215485
delta_bohr,0.23928476691770834,0.22715954286167994,0.21196470693053793,-0.08691124103435288,0.5978148371573901,flow cytometry,260.0,O2,250.0,1.6427385358215485
empirical_bohr,2.1850973205843576,2.166382930306781,2.143649437526048,1.8144672907509367,2.60537616185189,flow cytometry,260.0,O2,500.0,2.033246525162646
fc_mu,0.8973911406057418,0.8971898061130683,0.8950738479392871,0.8601627407838283,0.9313961189754506,flow cytometry,260.0,O2,500.0,2.033246525162646
fc_sigma,0.05888089732575574,0.05614830425834999,0.052216500976222734,0.03598064024637013,0.08851892537081767,flow cytometry,260.0,O2,500.0,2.033246525162646
delta_bohr,0.15185079542171426,0.13313640514413505,0.11040291236340227,-0.2187792344117092,0.5721296366892439,flow cytometry,260.0,O2,500.0,2.033246525162646
empirical_bohr,2.227805685955494,2.2116330284845898,2.1869206987217353,1.8421275086367217,2.615260321544575,flow cytometry,260.0,O2,1000.0,2.262042589091707
